Var1,Var2
153.1333333,-24.27834395
153.1204225,-24.26666667
153.1,-24.25354449
153.0719078,-24.23333333
153.0666667,-24.22924837
153.0333333,-24.20943775
153.0218978,-24.2
153,-24.18235294
152.9748428,-24.16666667
152.9666667,-24.1611465
152.9333333,-24.14343434
152.9156028,-24.13333333
152.9,-24.12387097
152.8669643,-24.1
152.8666667,-24.09969136
152.8333333,-24.07452381
152.8194093,-24.06666667
152.8,-24.05449735
152.7666667,-24.03567708
152.7631783,-24.03333333
152.7333333,-24.00449438
152.7291667,-24
152.7064516,-23.96666667
152.7,-23.95939394
152.6808889,-23.93333333
152.6666667,-23.91809524
152.6459016,-23.9
152.6333333,-23.88783069
152.6071895,-23.86666667
152.6,-23.8609375
152.5695402,-23.83333333
152.5666667,-23.83068783
152.5333333,-23.80140845
152.5318182,-23.8
152.5,-23.77042254
152.496347,-23.76666667
152.4666667,-23.7399177
152.46,-23.73333333
152.4333333,-23.70526316
152.4280702,-23.7
152.4,-23.67117117
152.3960317,-23.66666667
152.36875,-23.63333333
152.3666667,-23.63095238
152.3469697,-23.6
152.3333333,-23.58235294
152.3227723,-23.56666667
152.3,-23.53640351
152.2978193,-23.53333333
152.277,-23.5
152.2666667,-23.48739837
152.2528455,-23.46666667
152.2333333,-23.43970037
152.2283626,-23.43333333
152.2086758,-23.4
152.2,-23.38926554
